2021-11-02 06:46:18.425 -07:00 | Error   | 00004641 | Stratus.swift:91 - UDPReceiver error, restarting: could not listen on port 41501: Error code: -9982(0x-26FE), Bad file descriptor
2021-11-02 13:50:17.633 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 330 CROSS AT 5000, cabin: true
2021-11-02 13:50:32.553 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH AMERICAN 2466000 DESCENDING 8000 FEET TO GO AMERICAN 2476 REGIONAL APPROACH RUNWAY 35R DESCEND AND MAINTAIN 7000, cabin: true
2021-11-02 13:50:35.228 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 35 RIGHT DOWN TO 7000 AMERICAN 2456, cabin: false
2021-11-02 13:50:43.927 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ARCHER 800WF MAINTAIN 190 KNOTS FOR 170 KNOTS, cabin: true
2021-11-02 13:51:24.391 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: COPTER 0WF CONTACT CITY TOWER NOW 127.5, cabin: true
2021-11-02 13:51:26.896 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 127 POINT WHISKEY 65, cabin: true
2021-11-02 13:51:38.415 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1058 DESCEND AND MAINTAIN 5000 5000 AMERICAN 615, cabin: true
2021-11-02 13:52:36.972 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2456 DESCEND AND MAINTAIN 5000 5000 AMERICAN 2456 AMERICAN 1068 REDUCE SPEED TO 1 9 0, cabin: true
2021-11-02 13:52:39.134 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: SLOW TO 1 9 0 AMERICAN, cabin: false
2021-11-02 13:53:21.526 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1016 TURN RIGHT HEADING 330 DESCEND TO CROSS 15000 CLEARED ILS RUNWAY 35R APPROACH, cabin: true
2021-11-02 13:53:24.951 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AH 330 ON THE HEADING, cabin: false
2021-11-02 13:53:28.344 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 555, cabin: false
2021-11-02 13:53:29.308 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 5000, cabin: false
2021-11-02 13:54:21.462 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1016 MAINTAIN 190 KNOTS 4R YOUR DISCRETION FOR THAT CONTACT TOWER NOW 125.5, cabin: true
2021-11-02 13:54:24.508 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 192 4 WITH TOWER AMERICAN, cabin: false
2021-11-02 13:54:26.591 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: LEFT, cabin: true
2021-11-02 13:54:32.079 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2456 DESCEND AND MAINTAIN 4000 FLY HEADING 0, cabin: true
2021-11-02 13:54:38.218 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 270 WEST BOUND AH 4000 AND HEADING 270 AND 24 6, cabin: false
2021-11-02 13:55:00.851 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2456 REDUCE SPEED TO 1 9 0 1 90 AMERICAN 2456, cabin: true
2021-11-02 13:55:23.306 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2456 REDUCE SPEED 70 AMERICAN 2456, cabin: true
2021-11-02 13:55:49.699 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2456 TURN RIGHT HEADING 330 YOUR ABOUT 3 SOUTH REQUEST MAINTAIN 4000 TILL ESTABLISHED CLEARED ILS RUNWAY 35R APPROACH 170 HAVE UNIFORM FEDEX 334000, cabin: true
2021-11-02 13:55:54.413 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: SOUTHWEST 172 CLEARED THE ILS 35 RIGHT AMERICAN 2456, cabin: false
2021-11-02 13:56:09.407 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2456 CONTACT TOWER NOW 127.55 GOOD DAY 2415, cabin: true
2021-11-02 14:41:01.115 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH ENVOY 44 55000 FOR 6000, cabin: false
2021-11-02 14:41:08.794 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 4795 CLIMB MAINTAIN 4000 DESCEND MAINTAIN 4000 ENVOY 4495, cabin: true
2021-11-02 14:42:28.173 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 4495 MINNEAPOLIS MAINTAIN 5000 ALL RIGHT DOWN TO 5000 ENVOY 3495, cabin: false
2021-11-02 14:43:20.260 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AND ENVOY 4495 TURN LEFT HEADING 100 LEFT TO 1 0 0 ENVOY 4495, cabin: true
2021-11-02 14:43:48.522 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: FARGO DEPARTURE AMERICAN 23 07 12000 DESCENDING 8000, cabin: false
2021-11-02 14:43:58.414 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 4495 DESCEND AND MAINTAIN 6000 DESCEND MAINTAIN 3000 1244 15 AMERICAN 23 07 REGIONAL JET 1235 RIGHT, cabin: true
2021-11-02 14:43:59.250 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 35 RIGHT, cabin: false
2021-11-02 14:44:43.998 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 4495 TURN LEFT HEADING 020 TO JOIN LEFT 020 JOIN ENVOY 44 55, cabin: true
2021-11-02 14:45:28.144 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 4495 YOURE ABOUT 5 MILES FROM MAINTAIN AH 3000 ILL CALL ON LOCALIZER CLEARED ILS 73007 CLEARED FOR THE ILS 35 NORTHWEST 4495 AMERICAN 23 07 MAINTAIN 5000 5000 AMERICAN 23 07, cabin: true
2021-11-02 14:45:52.454 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 4495 YOURE AT LEAST 182 5 MILES CENTER NOW 2655, cabin: true
2021-11-02 14:45:56.422 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AH 1825A OVER TO TOWER RUNWAY FOR 495, cabin: false
2021-11-02 14:46:57.729 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 543 07 TURN 10 DEGREES TO THE RIGHT 10 RIGHT AMERICAN 23 07, cabin: true
2021-11-02 14:47:08.329 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH EXEC JET 262 6000, cabin: true
2021-11-02 14:47:18.166 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: EXEC JET 652 REGIONAL APPROACH HELLO HEADING 300 MAINTAIN 5200 HEADING 5000, cabin: true
2021-11-02 14:47:24.147 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 23 07 TURN RIGHT HEADING OF 250 MAINTAIN 4000, cabin: true
2021-11-02 14:47:27.111 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 4000 AMERICAN 23 07, cabin: false
2021-11-02 14:48:00.127 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH ENVOY 3970 12000 DESCENDING 8000 FOR 3971 REGIONAL APPROACH ROGER, cabin: false
2021-11-02 14:48:09.858 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 35 RIGHT ENVOY 3970 AMERICAN 26 07 REDUCE SPEED TO 1 9 0 MAINTAIN 4000 4000 AMERICAN 23 07, cabin: true
2021-11-02 14:48:28.888 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 23 07 TURN RIGHT HEADING 330 MAINTAIN 3000 TILL ESTABLISHED ON THE LOCALIZER CLEARED FOR THE ILS 35 RIGHT 3000 TILL ESTABLISHED CLEARED FOR THE ILS 35 RIGHT AMERICAN 20, cabin: true
2021-11-02 14:49:08.175 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AH WITH 39 7 MAINTAIN 6000, cabin: true
2021-11-02 14:49:11.095 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: DESCEND 6000 ENVOY 3970, cabin: false
2021-11-02 14:49:23.047 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 23 07 TW A 180 AND ILL CALL TOWER THERE 27 5 AT LEAST 180 FALLS TOWER THERE AMERICAN, cabin: true
2021-11-02 14:49:24.201 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 107, cabin: false
2021-11-02 14:49:41.392 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: EXEC JET 352 DESCEND AND MAINTAIN 4000, cabin: true
2021-11-02 14:49:43.988 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: MAINTAIN 4000 66, cabin: false
2021-11-02 14:50:16.829 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH AMERICAN 687 18.7 DESCENDING ON THE 1 EXEC JET 352 AT 4000 SPEED 19, cabin: true
2021-11-02 14:50:28.497 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ALL RIGHT 4000 SPEED 190 GOOD DAY AMERICAN 638 REGIONAL APPROACH 0G FOR NOW MAINTAIN 6000 DESCEND MAINTAIN 6000 AMERICAN 687, cabin: true
2021-11-02 14:50:40.663 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 39 7 DESCEND MAINTAIN 5000 DESCEND 5000 ENVOY 3970, cabin: true
2021-11-02 14:50:50.188 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AND WEST JET 352 HEAVY 330 YOUR BASE FOR AH MAINTAIN 4000 TILL ESTABLISHED ON THE LOCALIZER CLEARED ILS 35 RIGHT RIGHT TURN HEADING 330 4000 TILL ESTABLISHED, cabin: true
2021-11-02 14:50:51.198 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: THE ILS, cabin: false
2021-11-02 14:51:09.207 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: REGIONAL APPROACH AMERICAN 1643 IS 11 8 DESCENDING 8000 AMERICAN 1643 10464, cabin: true
2021-11-02 14:51:39.353 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3976 CONTACT GROUND, cabin: true
2021-11-02 14:51:42.353 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 10 DEGREES RIGHT ENVOY 3970, cabin: false
2021-11-02 14:51:50.551 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: EXEC JET 362 MAINTAIN 180 KNOTS PAPA CONTACT THE TOWER 27 604 AH, cabin: true
2021-11-02 14:51:51.336 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 65, cabin: false
2021-11-02 14:52:20.787 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3970 FLY HEADING 260, cabin: true
2021-11-02 14:52:23.772 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: HEADING 260 ENVOY 3970, cabin: false
2021-11-02 14:52:44.103 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 687 DESCEND AND MAINTAIN 5000 REDUCE SPEED TO 1 8 0, cabin: true
2021-11-02 14:52:55.862 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 5000 AND SLOW TO 1 80 AMERICAN 687 ENVOY 3970 DESCEND AND MAINTAIN 4000 FLY HEADING OF 210 DESCEND TO 4000 HEADING 290 ENVOY 3970, cabin: true
2021-11-02 14:53:04.750 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1827 CHECKING ON OUT OF 8 FOR 6 AMERICAN 27 REGIONAL APPROACH ON THIS FREQUENCY, cabin: true
2021-11-02 14:53:17.312 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 2864 7 CONTINUE RIGHT 330 TO JOIN 330 TO JOIN ENVOY 3970 AMERICAN 687 TURN 10 DEGREES TO THE RIGHT AMERICAN 687, cabin: true
2021-11-02 14:53:26.001 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH ENVOY 3556 LEFT 78000 FOR 35 064 FOR MINOCQUA EAST AH 35 RIGHT 35 RIGHT METRO 56, cabin: false
2021-11-02 14:53:40.086 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3970 HAVE AH FOR YOU MAINTAIN 4000 LOCALIZER CLEARED ILS 35 RIGHT MAINTAIN 180 KNOTS ON COURSE, cabin: true
2021-11-02 14:53:46.440 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 4 TILL ESTABLISHED CLEARED ILS 35 RIGHT 18 PULL ENVOY 3970, cabin: false
2021-11-02 14:53:55.075 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 687 TURN ADDITIONAL CENTER 124 RIGHT AMERICAN 680000 AMERICAN 1643 MAINTAIN 6000, cabin: true
2021-11-02 14:54:02.380 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: MAINTAIN 6000 AMERICAN 1643 AMERICAN 1827 DESCEND AND MAINTAIN 5000 5006 626, cabin: true
2021-11-02 14:54:10.510 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3970 AH 4T AH CONTACT THE CENTER 127.5 TOWER NOW 27 5 ENVOY 3970, cabin: false
2021-11-02 14:54:21.416 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 687 DESCEND AND MAINTAIN 3000, cabin: true
2021-11-02 14:54:24.441 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: DOWN TO 3000 NOW AMERICAN 687, cabin: true
2021-11-02 14:54:38.449 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 687 FLY HEADING 330 INTERCEPT THE LOCALIZER, cabin: true
2021-11-02 14:54:42.009 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 330 INTERCEPT THE LOCALIZER AMERICAN 687, cabin: false
2021-11-02 14:54:49.802 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1643 SPEED 190 MAINTAIN 6000 SPEED 190 MAINTAIN 6000 AMERICAN 1643, cabin: true
2021-11-02 14:55:04.520 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 687 YOU ABOUT 2 MILES SOUTH OF 3 MAINTAIN 3000 TILL ESTABLISHED ON THE LOCALIZER CLEARED FOR THE ILS TO RUNWAY 35R, cabin: true
2021-11-02 14:55:10.021 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 3000 TILL ESTABLISHED CLEARED FOR THE ILS 35 RIGHT AMERICAN 687, cabin: false
2021-11-02 14:55:15.095 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 4198 THANK YOU, cabin: true
2021-11-02 14:55:23.399 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3666 REGIONAL APPROACH AH LEVEL 210 EXPECT 35 RIGHT ON THE OUTER 27, cabin: true
2021-11-02 14:55:29.188 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1643 TURN RIGHT HEADING 230 HEADING 230 AMERICAN 1643, cabin: true
2021-11-02 14:55:31.994 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1827 REDUCE SPEED NOW TO 1 90, cabin: true
2021-11-02 14:55:45.444 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 195 WERE AMERICAN 687 HEAVY BOSTON 80 KNOTS FALLS TOWER 2905 OKAY 27 5 AMERICAN 687 MIKE CHOP GOOD DAY, cabin: true
2021-11-02 14:55:59.173 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1643 DESCEND AND MAINTAIN 5000 DESCEND 5000 AMERICAN 1643, cabin: true
2021-11-02 14:56:16.290 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UNITED 1665 70 HEADING 270 AMERICAN 1643, cabin: true
2021-11-02 14:56:25.446 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH UPS 2798 HEAVY IS WITH YOU AH LEAVING 12000 FOR 5647 YOU HAVE AH REGIONAL APPROACH 35 RIGHT, cabin: false
2021-11-02 14:56:31.583 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 35 06 SPEED 19 SPEED 190 ENVOY 65 06, cabin: false
2021-11-02 14:56:38.672 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 1847 FLY HEADING 320 JOIN, cabin: true
2021-11-02 14:56:41.598 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 330 TO JOIN AMERICAN 1827, cabin: false
2021-11-02 14:56:51.354 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 35 06 MAINTAIN 6000 27 ENVOY 35 43 HEAVY 322 JOIN, cabin: true
2021-11-02 14:56:54.927 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: HEADING 322 JOIN AMERICAN 1643, cabin: true
2021-11-02 14:57:05.205 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3656 DESCEND AND MAINTAIN 5000 5000, cabin: true
2021-11-02 14:57:12.992 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 26 459 YOUR MISSED APPROACH MAINTAIN 5000 AND THEN CLEARED ILS 350, cabin: true
2021-11-02 14:57:22.650 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 5000 WERE CLEARED TO ILS 35 RIGHT AMERICAN 1646 AMERICAN 1827 SPEED 190 OR ABOVE 70 SQUAWK 55 CLEARED ILS 35 RIGHT, cabin: true
2021-11-02 14:57:25.759 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 55 VECTOR ILS 355, cabin: true
2021-11-02 14:57:31.955 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3656 SPEED 191 9, cabin: true
2021-11-02 14:57:53.715 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 35 06 TURN 10 DEGREES TO THE RIGHT AND RIGHT ENVOY 3536 ENVOY 3656 TURN 10 MILES, cabin: false
2021-11-02 14:58:04.864 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AND LEFT DOWNWIND AMERICAN 1643 3780 OF TOWN 1927 596 82 PARK AMERICAN 1643, cabin: true
2021-11-02 14:58:12.151 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 2037 KNOTS UNTIL AH 4, cabin: true
2021-11-02 14:58:26.818 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: JET 445 ENVOY 35 06 FLY HEADING 240 SPEED 182 35 06 AMERICAN 1827 AFFIRMATIVE 194 194 AMERICAN 27, cabin: true
2021-11-02 14:58:31.167 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 HEAVY DESCEND AND MAINTAIN 6000, cabin: true
2021-11-02 14:58:32.265 -07:00 | Info    | 000205E5 | AVAudioSessionSource.swift:253 - AVAudioSessionInterruption.began - stopping audio session
2021-11-02 14:58:39.481 -07:00 | Info    | 000205E5 | AVAudioSessionSource.swift:267 - AVAudioSessionInterruption.ended - restarting audio session
2021-11-02 14:58:39.659 -07:00 | Info    | 000205E5 | AVAudioSessionSource.swift:267 - AVAudioSessionInterruption.ended - restarting audio session
2021-11-02 14:58:39.785 -07:00 | Info    | 000205E5 | AVAudioSessionSource.swift:267 - AVAudioSessionInterruption.ended - restarting audio session
2021-11-02 14:58:39.826 -07:00 | Info    | 000205E5 | AVAudioSessionSource.swift:267 - AVAudioSessionInterruption.ended - restarting audio session
2021-11-02 14:58:45.144 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AIRMED 6 DESCEND AND MAINTAIN 5000 CESSNA 59M526, cabin: true
2021-11-02 14:58:53.945 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 657 DESCENDING 6000 AMERICAN 656 REGIONAL APPROACH 1235 MIKE CESSNA 55 HEAVY 767, cabin: true
2021-11-02 14:58:57.087 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: SKYWEST 636 CLIMBING TO, cabin: false
2021-11-02 14:59:14.155 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3751 JOIN DOWN TO 3 2 0 36, cabin: true
2021-11-02 14:59:20.992 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 35 06 FLY HEADING 330 ZULU WIND 300 901, cabin: true
2021-11-02 14:59:30.479 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 HEAVY DESCEND AND MAINTAIN 5000, cabin: true
2021-11-02 14:59:33.409 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: CONTINUE OUT OF 5000 US 2798 HEAVY, cabin: false
2021-11-02 14:59:40.719 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH AMERICAN 201 OUT OF 12 FOR 8000, cabin: false
2021-11-02 14:59:43.732 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: EXECJET 21 HEAVY REGIONAL 35 RIGHT, cabin: true
2021-11-02 15:00:02.350 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3562 YOU CAN CROSS 45 SOUTHWEST 3500 CLEARED ILS 35 RIGHT ON COURSE 5601 ENVOY 35 AH 6180 AND UP TO 1 8 0 PAPA MIKE 5 2 6 5 3662 724.5 CLEARED ILS 35 RIGHT, cabin: true
2021-11-02 15:00:05.568 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: CESSNA 350 AT 7, cabin: true
2021-11-02 15:00:15.095 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 711 3762 UPS 2798 HEAVY CONTINUE THE RIGHT, cabin: true
2021-11-02 15:00:21.082 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 1410 DEGREES TO THE RIGHT UPS 2798 HEAVY AFFIRMATIVE THANK YOU SIR SPEED 190, cabin: true
2021-11-02 15:00:39.538 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 JUST JUST TURN RIGHT AND SPEED 194 TURN RIGHT TO 1 90 US 2790 HEAVY ENVOY 3656 MAINTAIN 374 AMERICAN 1827 180 OUT OF 27 5, cabin: true
2021-11-02 15:00:42.156 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 212 50 AMERICAN 1860, cabin: false
2021-11-02 15:01:00.924 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 35 6182 ZALPO TOWER NOVEMBER 3527 518 WELL CALL FOR 656, cabin: true
2021-11-02 15:01:05.228 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 FLY HEADING OF 240, cabin: true
2021-11-02 15:01:07.903 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 240 UPS 2798, cabin: false
2021-11-02 15:01:31.131 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 2798 HEAVY MAINTAIN 5000, cabin: true
2021-11-02 15:01:34.910 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 5000 UPS 2798 HEAVY, cabin: false
2021-11-02 15:01:42.591 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 656 DESCEND AND MAINTAIN 5000 5000 AND REQUEST 656, cabin: true
2021-11-02 15:01:47.075 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 221 HEAVY DESCEND AND MAINTAIN 6000, cabin: true
2021-11-02 15:01:49.047 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 6000 AMERICAN 221, cabin: false
2021-11-02 15:01:59.658 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 FLY HEADING 320 AT 1 1, cabin: true
2021-11-02 15:02:05.960 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: RIGHT TO 3 2 0 TO JOIN UPS 2790 HEAVY ENVOY 3666 AH 190 OUT OF 4 FOR, cabin: true
2021-11-02 15:02:08.728 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 192 SQUAWK, cabin: false
2021-11-02 15:02:24.260 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 4 MILES FROM FOR AIRCRAFT FOR THE 5000 CLEARED ILS TO 3000, cabin: true
2021-11-02 15:02:28.091 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: COPPER 5000 CLEARED ILS 35 RIGHT UPS 2798 HEAVY, cabin: false
2021-11-02 15:02:40.884 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 656 TURN 10 DEGREES TO THE RIGHT GOOD NIGHT AMERICAN 2789 SPEED 180 ON THE WAY TO 4, cabin: true
2021-11-02 15:02:43.355 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: 180 ALL THE WAY FOR UPS 2798, cabin: false
2021-11-02 15:02:59.475 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 656 REDUCE SPEED TO 1 8 0 23 673 HEAVY SPEED 190, cabin: true
2021-11-02 15:03:01.543 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: SPEED 190 AMERICAN 221 HEAVY, cabin: false
2021-11-02 15:03:10.895 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: ENVOY 3656 SPEED 182 FULL STOP CONTACT SKYWEST 4582 FARGO TOWER 3660, cabin: false
2021-11-02 15:03:18.296 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: UPS 2798 HEAVY CONTACT TOWER NOW 27 527 5 FOR TOWER ROGER THANKS, cabin: true
2021-11-02 15:03:35.391 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 656 2120 JOIN THE LOCALIZER 320 JOIN THE LEFT AMERICAN 656, cabin: true
2021-11-02 15:04:06.131 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: APPROACH AMERICAN 2387 OUT OF 12 FOR 68000 AMERICAN 23 72 REGIONAL APPROACH SQUAWK 2533 OKAY, cabin: true
2021-11-02 15:04:13.833 -07:00 | Debug   | 0002061D | TranscriptionService.swift:302 - Transcription: AMERICAN 656 ABOUT 6 MILES FROM CAN CROSS AT 5000 CLEARED ILS 35 RIGHT, cabin: true
